,geo_value,signal,time_value,direction,issue,lag,value,stderr,sample_size,geo_type,data_source
46,vt,smoothed_cli,2020-09-17,,2020-10-05,18,0.2615669,0.1491945,1012.0006,state,fb-survey
47,wa,smoothed_cli,2020-09-17,,2020-10-05,18,0.3855275,0.0621973,7997.9515,state,fb-survey
48,wi,smoothed_cli,2020-09-17,,2020-10-05,18,0.6249511,0.0857628,6748.991,state,fb-survey
49,wv,smoothed_cli,2020-09-17,,2020-10-05,18,0.5742118,0.1294065,2612.2044,state,fb-survey
50,wy,smoothed_cli,2020-09-17,,2020-10-05,18,0.9701247,0.3108775,826.8401,state,fb-survey
0,ak,smoothed_cli,2020-09-18,,2020-10-05,17,0.8929758,0.2771251,917.0,state,fb-survey
1,al,smoothed_cli,2020-09-18,,2020-10-05,17,0.9553056,0.1325935,4142.133,state,fb-survey
2,ar,smoothed_cli,2020-09-18,,2020-10-05,17,0.9707629,0.1496268,3176.0253,state,fb-survey
3,az,smoothed_cli,2020-09-18,,2020-10-05,17,0.5344056,0.0840372,6390.4981,state,fb-survey
4,ca,smoothed_cli,2020-09-18,,2020-10-05,17,0.4535429,0.0380201,25078.5027,state,fb-survey
5,co,smoothed_cli,2020-09-18,,2020-10-05,17,0.3134965,0.0628727,5935.7241,state,fb-survey
6,ct,smoothed_cli,2020-09-18,,2020-10-05,17,0.3236811,0.0728097,4550.0,state,fb-survey
7,dc,smoothed_cli,2020-09-18,,2020-10-05,17,0.0,0.0884956,564.0,state,fb-survey
8,de,smoothed_cli,2020-09-18,,2020-10-05,17,0.325589,0.1445521,1324.0292,state,fb-survey
9,fl,smoothed_cli,2020-09-18,,2020-10-05,17,0.6145399,0.0495273,19646.9993,state,fb-survey
10,ga,smoothed_cli,2020-09-18,,2020-10-05,17,0.5349715,0.072524,7627.9168,state,fb-survey
11,hi,smoothed_cli,2020-09-18,,2020-10-05,17,0.5727374,0.1858949,1328.0,state,fb-survey
12,ia,smoothed_cli,2020-09-18,,2020-10-05,17,0.953957,0.1337796,4399.9263,state,fb-survey
13,id,smoothed_cli,2020-09-18,,2020-10-05,17,0.581067,0.1319672,2274.3484,state,fb-survey
14,il,smoothed_cli,2020-09-18,,2020-10-05,17,0.6021078,0.0623116,12121.0011,state,fb-survey
15,in,smoothed_cli,2020-09-18,,2020-10-05,17,0.6153215,0.0839726,6922.0084,state,fb-survey
16,ks,smoothed_cli,2020-09-18,,2020-10-05,17,0.7849761,0.1237034,3450.1173,state,fb-survey
17,ky,smoothed_cli,2020-09-18,,2020-10-05,17,0.6258613,0.1011527,4581.1989,state,fb-survey
18,la,smoothed_cli,2020-09-18,,2020-10-05,17,0.7675259,0.1176268,4277.5528,state,fb-survey
19,ma,smoothed_cli,2020-09-18,,2020-10-05,17,0.3476114,0.0685867,5779.016,state,fb-survey
20,md,smoothed_cli,2020-09-18,,2020-10-05,17,0.2774511,0.0612556,4699.9681,state,fb-survey
21,me,smoothed_cli,2020-09-18,,2020-10-05,17,0.4147931,0.111679,2282.2234,state,fb-survey
22,mi,smoothed_cli,2020-09-18,,2020-10-05,17,0.4232722,0.0524951,11444.9905,state,fb-survey
23,mn,smoothed_cli,2020-09-18,,2020-10-05,17,0.481134,0.0826943,5436.1932,state,fb-survey
24,mo,smoothed_cli,2020-09-18,,2020-10-05,17,1.0649694,0.1158909,6009.6465,state,fb-survey
25,ms,smoothed_cli,2020-09-18,,2020-10-05,17,0.6060533,0.1323836,2731.0166,state,fb-survey
26,mt,smoothed_cli,2020-09-18,,2020-10-05,17,0.5959298,0.1622909,1691.0401,state,fb-survey
27,nc,smoothed_cli,2020-09-18,,2020-10-05,17,0.7093993,0.0753604,10064.0127,state,fb-survey
28,nd,smoothed_cli,2020-09-18,,2020-10-05,17,0.994684,0.3183826,887.2713,state,fb-survey
29,ne,smoothed_cli,2020-09-18,,2020-10-05,17,0.8144901,0.1710656,2224.0771,state,fb-survey
30,nh,smoothed_cli,2020-09-18,,2020-10-05,17,0.3099857,0.1142027,1997.7766,state,fb-survey
31,nj,smoothed_cli,2020-09-18,,2020-10-05,17,0.2602027,0.0538511,7091.9976,state,fb-survey
32,nm,smoothed_cli,2020-09-18,,2020-10-05,17,0.5401644,0.1487868,2103.4778,state,fb-survey
33,nv,smoothed_cli,2020-09-18,,2020-10-05,17,0.6448833,0.1517778,2334.2247,state,fb-survey
34,ny,smoothed_cli,2020-09-18,,2020-10-05,17,0.2961477,0.0387059,14813.999,state,fb-survey
35,oh,smoothed_cli,2020-09-18,,2020-10-05,17,0.5814953,0.0614071,12077.9988,state,fb-survey
36,ok,smoothed_cli,2020-09-18,,2020-10-05,17,0.820775,0.1180858,4332.0528,state,fb-survey
37,or,smoothed_cli,2020-09-18,,2020-10-05,17,0.4900127,0.0945319,4547.0445,state,fb-survey
38,pa,smoothed_cli,2020-09-18,,2020-10-05,17,0.4140544,0.0483576,14244.0087,state,fb-survey
39,ri,smoothed_cli,2020-09-18,,2020-10-05,17,0.2483912,0.1214487,1225.984,state,fb-survey
40,sc,smoothed_cli,2020-09-18,,2020-10-05,17,0.8324738,0.0990036,6380.0037,state,fb-survey
41,sd,smoothed_cli,2020-09-18,,2020-10-05,17,1.194841,0.2962556,1143.0211,state,fb-survey
42,tn,smoothed_cli,2020-09-18,,2020-10-05,17,0.7775007,0.097536,6668.7844,state,fb-survey
43,tx,smoothed_cli,2020-09-18,,2020-10-05,17,0.6246795,0.0494356,20306.0805,state,fb-survey
44,ut,smoothed_cli,2020-09-18,,2020-10-05,17,0.7995253,0.1264797,3247.3537,state,fb-survey
45,va,smoothed_cli,2020-09-18,,2020-10-05,17,0.335718,0.0516796,8552.5279,state,fb-survey
46,vt,smoothed_cli,2020-09-18,,2020-10-05,17,0.3505734,0.1737589,969.0008,state,fb-survey
47,wa,smoothed_cli,2020-09-18,,2020-10-05,17,0.3921279,0.0618758,7868.9508,state,fb-survey
48,wi,smoothed_cli,2020-09-18,,2020-10-05,17,0.6959368,0.0904274,6613.0082,state,fb-survey
49,wv,smoothed_cli,2020-09-18,,2020-10-05,17,0.5940204,0.1344871,2581.2046,state,fb-survey
50,wy,smoothed_cli,2020-09-18,,2020-10-05,17,0.9140644,0.29532,810.861,state,fb-survey
0,ak,smoothed_cli,2020-09-19,,2020-10-05,16,1.0089462,0.3033344,882.0,state,fb-survey
1,al,smoothed_cli,2020-09-19,,2020-10-05,16,0.9475134,0.1353354,4023.1251,state,fb-survey
2,ar,smoothed_cli,2020-09-19,,2020-10-05,16,1.0501703,0.1549598,3119.7667,state,fb-survey
3,az,smoothed_cli,2020-09-19,,2020-10-05,16,0.5150025,0.0841427,6265.6355,state,fb-survey
4,ca,smoothed_cli,2020-09-19,,2020-10-05,16,0.4564695,0.0385808,24553.5573,state,fb-survey
5,co,smoothed_cli,2020-09-19,,2020-10-05,16,0.2965306,0.0634736,5794.7824,state,fb-survey
6,ct,smoothed_cli,2020-09-19,,2020-10-05,16,0.3415461,0.0751943,4434.0,state,fb-survey
7,dc,smoothed_cli,2020-09-19,,2020-10-05,16,0.0,0.0909091,549.0,state,fb-survey
8,de,smoothed_cli,2020-09-19,,2020-10-05,16,0.3532101,0.153249,1296.0219,state,fb-survey
9,fl,smoothed_cli,2020-09-19,,2020-10-05,16,0.5659772,0.0482506,19099.9988,state,fb-survey
10,ga,smoothed_cli,2020-09-19,,2020-10-05,16,0.7032459,0.0863391,7333.9196,state,fb-survey
11,hi,smoothed_cli,2020-09-19,,2020-10-05,16,0.8356658,0.2326981,1276.0,state,fb-survey
12,ia,smoothed_cli,2020-09-19,,2020-10-05,16,0.8908689,0.1297605,4255.971,state,fb-survey
13,id,smoothed_cli,2020-09-19,,2020-10-05,16,0.5075967,0.1280154,2185.3933,state,fb-survey
14,il,smoothed_cli,2020-09-19,,2020-10-05,16,0.6227242,0.0644208,11753.001,state,fb-survey
15,in,smoothed_cli,2020-09-19,,2020-10-05,16,0.6134088,0.0852612,6694.0021,state,fb-survey
16,ks,smoothed_cli,2020-09-19,,2020-10-05,16,0.7748348,0.1263023,3323.1464,state,fb-survey
17,ky,smoothed_cli,2020-09-19,,2020-10-05,16,0.6442518,0.1050593,4477.1263,state,fb-survey
18,la,smoothed_cli,2020-09-19,,2020-10-05,16,0.8421481,0.1252374,4156.7381,state,fb-survey
19,ma,smoothed_cli,2020-09-19,,2020-10-05,16,0.3778212,0.0738575,5652.0165,state,fb-survey
20,md,smoothed_cli,2020-09-19,,2020-10-05,16,0.2664593,0.0589492,4598.9756,state,fb-survey
21,me,smoothed_cli,2020-09-19,,2020-10-05,16,0.4757009,0.1243362,2200.2234,state,fb-survey
22,mi,smoothed_cli,2020-09-19,,2020-10-05,16,0.4192705,0.0538426,11045.9916,state,fb-survey
23,mn,smoothed_cli,2020-09-19,,2020-10-05,16,0.5145973,0.0873299,5284.8379,state,fb-survey
24,mo,smoothed_cli,2020-09-19,,2020-10-05,16,0.9449521,0.1097506,5815.7188,state,fb-survey
25,ms,smoothed_cli,2020-09-19,,2020-10-05,16,0.5826505,0.1342836,2635.0471,state,fb-survey
26,mt,smoothed_cli,2020-09-19,,2020-10-05,16,0.788188,0.1917198,1609.7989,state,fb-survey
27,nc,smoothed_cli,2020-09-19,,2020-10-05,16,0.711702,0.0761811,9838.0122,state,fb-survey
28,nd,smoothed_cli,2020-09-19,,2020-10-05,16,1.1720137,0.3491146,859.5255,state,fb-survey
29,ne,smoothed_cli,2020-09-19,,2020-10-05,16,0.8171044,0.1711198,2176.1157,state,fb-survey
30,nh,smoothed_cli,2020-09-19,,2020-10-05,16,0.3215753,0.1184607,1925.7766,state,fb-survey
31,nj,smoothed_cli,2020-09-19,,2020-10-05,16,0.2665293,0.0544065,6857.9975,state,fb-survey
32,nm,smoothed_cli,2020-09-19,,2020-10-05,16,0.5296988,0.1496,2055.4787,state,fb-survey
33,nv,smoothed_cli,2020-09-19,,2020-10-05,16,0.5433648,0.1360127,2341.1701,state,fb-survey
34,ny,smoothed_cli,2020-09-19,,2020-10-05,16,0.3481658,0.0427464,14386.0003,state,fb-survey
35,oh,smoothed_cli,2020-09-19,,2020-10-05,16,0.5306148,0.0596052,11621.0031,state,fb-survey
36,ok,smoothed_cli,2020-09-19,,2020-10-05,16,0.9098843,0.1272244,4191.0542,state,fb-survey
37,or,smoothed_cli,2020-09-19,,2020-10-05,16,0.5237079,0.0973544,4509.0419,state,fb-survey
38,pa,smoothed_cli,2020-09-19,,2020-10-05,16,0.3993003,0.048251,13827.0084,state,fb-survey
39,ri,smoothed_cli,2020-09-19,,2020-10-05,16,0.1679199,0.0908152,1217.9835,state,fb-survey
40,sc,smoothed_cli,2020-09-19,,2020-10-05,16,0.7334975,0.0936346,6159.0043,state,fb-survey
41,sd,smoothed_cli,2020-09-19,,2020-10-05,16,0.8949343,0.2495881,1112.2543,state,fb-survey
42,tn,smoothed_cli,2020-09-19,,2020-10-05,16,0.7666524,0.0973856,6486.8576,state,fb-survey
43,tx,smoothed_cli,2020-09-19,,2020-10-05,16,0.6597933,0.0517664,19778.9741,state,fb-survey
44,ut,smoothed_cli,2020-09-19,,2020-10-05,16,0.7460463,0.1235648,3232.213,state,fb-survey
45,va,smoothed_cli,2020-09-19,,2020-10-05,16,0.3703353,0.05651,8320.0489,state,fb-survey
46,vt,smoothed_cli,2020-09-19,,2020-10-05,16,0.4891637,0.1936371,950.0008,state,fb-survey
47,wa,smoothed_cli,2020-09-19,,2020-10-05,16,0.3516852,0.0591727,7645.953,state,fb-survey
48,wi,smoothed_cli,2020-09-19,,2020-10-05,16,0.6673086,0.090805,6412.0088,state,fb-survey
49,wv,smoothed_cli,2020-09-19,,2020-10-05,16,0.557338,0.1300681,2539.2043,state,fb-survey
50,wy,smoothed_cli,2020-09-19,,2020-10-05,16,0.8953537,0.2906042,795.8639,state,fb-survey
0,ak,smoothed_cli,2020-09-20,,2020-10-05,15,0.9532911,0.2996136,872.0,state,fb-survey
1,al,smoothed_cli,2020-09-20,,2020-10-05,15,0.8838331,0.1335963,3867.1298,state,fb-survey
2,ar,smoothed_cli,2020-09-20,,2020-10-05,15,1.0487937,0.1554804,3037.8889,state,fb-survey
3,az,smoothed_cli,2020-09-20,,2020-10-05,15,0.4748784,0.0816255,6137.7499,state,fb-survey
4,ca,smoothed_cli,2020-09-20,,2020-10-05,15,0.4448081,0.0383239,24018.4443,state,fb-survey
5,co,smoothed_cli,2020-09-20,,2020-10-05,15,0.3426615,0.0696627,5561.8463,state,fb-survey
6,ct,smoothed_cli,2020-09-20,,2020-10-05,15,0.3275337,0.0726185,4286.0,state,fb-survey
7,dc,smoothed_cli,2020-09-20,,2020-10-05,15,0.0,0.0934579,534.0,state,fb-survey
8,de,smoothed_cli,2020-09-20,,2020-10-05,15,0.3792509,0.1645078,1207.0219,state,fb-survey
9,fl,smoothed_cli,2020-09-20,,2020-10-05,15,0.5106533,0.0460311,18563.9984,state,fb-survey
10,ga,smoothed_cli,2020-09-20,,2020-10-05,15,0.7032071,0.0862595,7178.913,state,fb-survey
11,hi,smoothed_cli,2020-09-20,,2020-10-05,15,0.7682769,0.2270296,1248.0,state,fb-survey
12,ia,smoothed_cli,2020-09-20,,2020-10-05,15,1.0527665,0.14454,4085.9017,state,fb-survey
13,id,smoothed_cli,2020-09-20,,2020-10-05,15,0.5295506,0.1329385,2110.4026,state,fb-survey
14,il,smoothed_cli,2020-09-20,,2020-10-05,15,0.6045863,0.064795,11303.0017,state,fb-survey
15,in,smoothed_cli,2020-09-20,,2020-10-05,15,0.6485269,0.0896779,6478.0018,state,fb-survey
16,ks,smoothed_cli,2020-09-20,,2020-10-05,15,0.6949297,0.1180398,3229.2039,state,fb-survey
17,ky,smoothed_cli,2020-09-20,,2020-10-05,15,0.6445318,0.1087831,4360.1317,state,fb-survey
18,la,smoothed_cli,2020-09-20,,2020-10-05,15,0.8707701,0.1277543,4144.5535,state,fb-survey
19,ma,smoothed_cli,2020-09-20,,2020-10-05,15,0.4071966,0.0762257,5592.017,state,fb-survey
20,md,smoothed_cli,2020-09-20,,2020-10-05,15,0.2900492,0.0634247,4540.9754,state,fb-survey
21,me,smoothed_cli,2020-09-20,,2020-10-05,15,0.4642136,0.1197799,2147.0,state,fb-survey
22,mi,smoothed_cli,2020-09-20,,2020-10-05,15,0.4638417,0.0578425,10769.0074,state,fb-survey
23,mn,smoothed_cli,2020-09-20,,2020-10-05,15,0.5312333,0.0915936,5137.795,state,fb-survey
24,mo,smoothed_cli,2020-09-20,,2020-10-05,15,0.9521616,0.1138347,5580.8638,state,fb-survey
25,ms,smoothed_cli,2020-09-20,,2020-10-05,15,0.6226272,0.1392683,2526.0926,state,fb-survey
26,mt,smoothed_cli,2020-09-20,,2020-10-05,15,0.7746968,0.1876256,1562.7865,state,fb-survey
27,nc,smoothed_cli,2020-09-20,,2020-10-05,15,0.7006945,0.0770155,9563.0124,state,fb-survey
28,nd,smoothed_cli,2020-09-20,,2020-10-05,15,1.2962698,0.36971,854.2863,state,fb-survey
29,ne,smoothed_cli,2020-09-20,,2020-10-05,15,0.7731258,0.164093,2144.1896,state,fb-survey
30,nh,smoothed_cli,2020-09-20,,2020-10-05,15,0.3202753,0.1205366,1889.0,state,fb-survey
31,nj,smoothed_cli,2020-09-20,,2020-10-05,15,0.2515157,0.052634,6652.9978,state,fb-survey
32,nm,smoothed_cli,2020-09-20,,2020-10-05,15,0.5843018,0.1612442,2000.3341,state,fb-survey
33,nv,smoothed_cli,2020-09-20,,2020-10-05,15,0.5798669,0.1452139,2251.2831,state,fb-survey
34,ny,smoothed_cli,2020-09-20,,2020-10-05,15,0.3602865,0.0444536,13943.0003,state,fb-survey
35,oh,smoothed_cli,2020-09-20,,2020-10-05,15,0.4773666,0.0570141,11202.0035,state,fb-survey
36,ok,smoothed_cli,2020-09-20,,2020-10-05,15,0.9167684,0.1304525,4113.7536,state,fb-survey
37,or,smoothed_cli,2020-09-20,,2020-10-05,15,0.4906104,0.0953688,4440.0333,state,fb-survey
38,pa,smoothed_cli,2020-09-20,,2020-10-05,15,0.4299105,0.0509135,13339.0086,state,fb-survey
39,ri,smoothed_cli,2020-09-20,,2020-10-05,15,0.1384152,0.0873775,1167.983,state,fb-survey
40,sc,smoothed_cli,2020-09-20,,2020-10-05,15,0.768787,0.0967613,5963.0058,state,fb-survey
41,sd,smoothed_cli,2020-09-20,,2020-10-05,15,0.8412478,0.2452731,1091.4334,state,fb-survey
42,tn,smoothed_cli,2020-09-20,,2020-10-05,15,0.8247525,0.1018123,6286.8428,state,fb-survey
43,tx,smoothed_cli,2020-09-20,,2020-10-05,15,0.6583754,0.0519778,19408.2172,state,fb-survey
44,ut,smoothed_cli,2020-09-20,,2020-10-05,15,0.7277964,0.1225037,3177.1743,state,fb-survey
45,va,smoothed_cli,2020-09-20,,2020-10-05,15,0.3631478,0.058196,8123.3716,state,fb-survey
46,vt,smoothed_cli,2020-09-20,,2020-10-05,15,0.4548758,0.1890173,916.0011,state,fb-survey
47,wa,smoothed_cli,2020-09-20,,2020-10-05,15,0.4087998,0.0654365,7317.9612,state,fb-survey
48,wi,smoothed_cli,2020-09-20,,2020-10-05,15,0.6785489,0.0921153,6349.9917,state,fb-survey
49,wv,smoothed_cli,2020-09-20,,2020-10-05,15,0.5967244,0.1358672,2486.1547,state,fb-survey
50,wy,smoothed_cli,2020-09-20,,2020-10-05,15,0.9210753,0.2865373,790.8882,state,fb-survey
0,ak,smoothed_cli,2020-09-21,,2020-10-05,14,1.0981956,0.3293168,848.0,state,fb-survey
1,al,smoothed_cli,2020-09-21,,2020-10-05,14,0.887642,0.1347475,3816.1298,state,fb-survey
2,ar,smoothed_cli,2020-09-21,,2020-10-05,14,1.0804352,0.1614342,2917.9697,state,fb-survey
3,az,smoothed_cli,2020-09-21,,2020-10-05,14,0.4536251,0.0792246,5974.6806,state,fb-survey
4,ca,smoothed_cli,2020-09-21,,2020-10-05,14,0.4433268,0.0382213,23663.5002,state,fb-survey
5,co,smoothed_cli,2020-09-21,,2020-10-05,14,0.3796744,0.0749262,5348.8751,state,fb-survey
6,ct,smoothed_cli,2020-09-21,,2020-10-05,14,0.3628464,0.0780601,4258.0,state,fb-survey
7,dc,smoothed_cli,2020-09-21,,2020-10-05,14,0.0,0.094697,527.0,state,fb-survey
8,de,smoothed_cli,2020-09-21,,2020-10-05,14,0.4240773,0.1737727,1158.0219,state,fb-survey
9,fl,smoothed_cli,2020-09-21,,2020-10-05,14,0.5123404,0.047493,18026.9973,state,fb-survey
10,ga,smoothed_cli,2020-09-21,,2020-10-05,14,0.7795946,0.0924852,6975.9075,state,fb-survey
11,hi,smoothed_cli,2020-09-21,,2020-10-05,14,0.7264216,0.2166197,1236.0,state,fb-survey
12,ia,smoothed_cli,2020-09-21,,2020-10-05,14,1.0570249,0.148231,3998.9343,state,fb-survey
13,id,smoothed_cli,2020-09-21,,2020-10-05,14,0.5551123,0.137996,2051.4107,state,fb-survey
14,il,smoothed_cli,2020-09-21,,2020-10-05,14,0.6742495,0.0696802,11136.002,state,fb-survey
15,in,smoothed_cli,2020-09-21,,2020-10-05,14,0.7003128,0.0959559,6306.003,state,fb-survey
16,ks,smoothed_cli,2020-09-21,,2020-10-05,14,0.6822735,0.1221564,3146.2038,state,fb-survey
17,ky,smoothed_cli,2020-09-21,,2020-10-05,14,0.6367728,0.1107553,4254.4394,state,fb-survey
18,la,smoothed_cli,2020-09-21,,2020-10-05,14,0.8621073,0.1254015,4073.554,state,fb-survey
19,ma,smoothed_cli,2020-09-21,,2020-10-05,14,0.3650251,0.0718833,5436.0165,state,fb-survey
20,md,smoothed_cli,2020-09-21,,2020-10-05,14,0.2833428,0.0629301,4429.9752,state,fb-survey
21,me,smoothed_cli,2020-09-21,,2020-10-05,14,0.4374202,0.1176752,2088.0,state,fb-survey
22,mi,smoothed_cli,2020-09-21,,2020-10-05,14,0.4286573,0.0555667,10664.007,state,fb-survey
23,mn,smoothed_cli,2020-09-21,,2020-10-05,14,0.6053531,0.099539,5037.1807,state,fb-survey
24,mo,smoothed_cli,2020-09-21,,2020-10-05,14,0.8910885,0.1102525,5508.7834,state,fb-survey
25,ms,smoothed_cli,2020-09-21,,2020-10-05,14,0.7898194,0.1570997,2539.9373,state,fb-survey
26,mt,smoothed_cli,2020-09-21,,2020-10-05,14,0.8321342,0.1971848,1513.9931,state,fb-survey
27,nc,smoothed_cli,2020-09-21,,2020-10-05,14,0.6542623,0.074863,9357.0123,state,fb-survey
28,nd,smoothed_cli,2020-09-21,,2020-10-05,14,0.8719659,0.3005504,868.9416,state,fb-survey
29,ne,smoothed_cli,2020-09-21,,2020-10-05,14,0.7926085,0.1699981,2068.2674,state,fb-survey
30,nh,smoothed_cli,2020-09-21,,2020-10-05,14,0.320442,0.1235112,1810.0,state,fb-survey
31,nj,smoothed_cli,2020-09-21,,2020-10-05,14,0.1978148,0.0452631,6436.9979,state,fb-survey
32,nm,smoothed_cli,2020-09-21,,2020-10-05,14,0.5737495,0.1609074,1970.375,state,fb-survey
33,nv,smoothed_cli,2020-09-21,,2020-10-05,14,0.769505,0.1699243,2198.2272,state,fb-survey
34,ny,smoothed_cli,2020-09-21,,2020-10-05,14,0.3504997,0.0441788,13625.0007,state,fb-survey
35,oh,smoothed_cli,2020-09-21,,2020-10-05,14,0.4734589,0.0566236,10955.0036,state,fb-survey
36,ok,smoothed_cli,2020-09-21,,2020-10-05,14,0.944826,0.1346011,4034.7539,state,fb-survey
37,or,smoothed_cli,2020-09-21,,2020-10-05,14,0.4893925,0.0961859,4359.037,state,fb-survey
38,pa,smoothed_cli,2020-09-21,,2020-10-05,14,0.3959115,0.0486185,13178.0089,state,fb-survey
39,ri,smoothed_cli,2020-09-21,,2020-10-05,14,0.1488637,0.0914067,1141.9835,state,fb-survey
40,sc,smoothed_cli,2020-09-21,,2020-10-05,14,0.7478047,0.0981931,5725.0053,state,fb-survey
41,sd,smoothed_cli,2020-09-21,,2020-10-05,14,0.847337,0.2517182,1064.0839,state,fb-survey
42,tn,smoothed_cli,2020-09-21,,2020-10-05,14,0.879675,0.107797,6036.5552,state,fb-survey
43,tx,smoothed_cli,2020-09-21,,2020-10-05,14,0.6356718,0.0514366,19121.2161,state,fb-survey
44,ut,smoothed_cli,2020-09-21,,2020-10-05,14,0.7889261,0.1311664,3121.1695,state,fb-survey
45,va,smoothed_cli,2020-09-21,,2020-10-05,14,0.3395301,0.0560325,7982.4696,state,fb-survey
46,vt,smoothed_cli,2020-09-21,,2020-10-05,14,0.6050703,0.2225044,909.001,state,fb-survey
47,wa,smoothed_cli,2020-09-21,,2020-10-05,14,0.3613657,0.0624756,7143.9592,state,fb-survey
48,wi,smoothed_cli,2020-09-21,,2020-10-05,14,0.6088149,0.0870303,6287.9918,state,fb-survey
49,wv,smoothed_cli,2020-09-21,,2020-10-05,14,0.7920306,0.1550018,2409.1054,state,fb-survey
50,wy,smoothed_cli,2020-09-21,,2020-10-05,14,0.8294283,0.2860938,752.8772,state,fb-survey
0,ak,smoothed_cli,2020-09-22,,2020-10-05,13,1.0224721,0.321179,813.0,state,fb-survey
1,al,smoothed_cli,2020-09-22,,2020-10-05,13,0.8265824,0.1321271,3729.1337,state,fb-survey
2,ar,smoothed_cli,2020-09-22,,2020-10-05,13,1.0160345,0.158053,2892.3447,state,fb-survey
3,az,smoothed_cli,2020-09-22,,2020-10-05,13,0.4668677,0.0803873,5901.5883,state,fb-survey
4,ca,smoothed_cli,2020-09-22,,2020-10-05,13,0.4238047,0.0372805,23493.4533,state,fb-survey
5,co,smoothed_cli,2020-09-22,,2020-10-05,13,0.4505934,0.0832243,5256.8154,state,fb-survey
6,ct,smoothed_cli,2020-09-22,,2020-10-05,13,0.3214769,0.0737614,4189.0,state,fb-survey
7,dc,smoothed_cli,2020-09-22,,2020-10-05,13,0.0,0.0956023,522.0,state,fb-survey
8,de,smoothed_cli,2020-09-22,,2020-10-05,13,0.3900368,0.1607474,1131.0073,state,fb-survey
9,fl,smoothed_cli,2020-09-22,,2020-10-05,13,0.5114723,0.0478377,17670.9975,state,fb-survey
10,ga,smoothed_cli,2020-09-22,,2020-10-05,13,0.7183965,0.0877403,6888.9034,state,fb-survey
11,hi,smoothed_cli,2020-09-22,,2020-10-05,13,0.721897,0.2169245,1220.0,state,fb-survey
12,ia,smoothed_cli,2020-09-22,,2020-10-05,13,0.99477,0.1426846,3931.1566,state,fb-survey
13,id,smoothed_cli,2020-09-22,,2020-10-05,13,0.6854977,0.158698,2001.4199,state,fb-survey
14,il,smoothed_cli,2020-09-22,,2020-10-05,13,0.6678258,0.0693259,10916.0017,state,fb-survey
15,in,smoothed_cli,2020-09-22,,2020-10-05,13,0.7390175,0.0994986,6122.004,state,fb-survey
16,ks,smoothed_cli,2020-09-22,,2020-10-05,13,0.653055,0.120711,3130.2026,state,fb-survey
17,ky,smoothed_cli,2020-09-22,,2020-10-05,13,0.6366438,0.1111349,4158.4381,state,fb-survey
18,la,smoothed_cli,2020-09-22,,2020-10-05,13,0.8655113,0.1282869,3996.554,state,fb-survey
19,ma,smoothed_cli,2020-09-22,,2020-10-05,13,0.3484604,0.071483,5355.0155,state,fb-survey
20,md,smoothed_cli,2020-09-22,,2020-10-05,13,0.2965681,0.0659047,4335.9896,state,fb-survey
21,me,smoothed_cli,2020-09-22,,2020-10-05,13,0.4038398,0.1163324,2014.0,state,fb-survey
22,mi,smoothed_cli,2020-09-22,,2020-10-05,13,0.46106,0.0579318,10460.0077,state,fb-survey
23,mn,smoothed_cli,2020-09-22,,2020-10-05,13,0.6670014,0.1049436,4949.1501,state,fb-survey
24,mo,smoothed_cli,2020-09-22,,2020-10-05,13,0.9783793,0.1165378,5441.4081,state,fb-survey
25,ms,smoothed_cli,2020-09-22,,2020-10-05,13,0.842176,0.1645989,2504.7271,state,fb-survey
26,mt,smoothed_cli,2020-09-22,,2020-10-05,13,0.8431847,0.2059416,1499.0188,state,fb-survey
27,nc,smoothed_cli,2020-09-22,,2020-10-05,13,0.6462718,0.0750458,9175.0097,state,fb-survey
28,nd,smoothed_cli,2020-09-22,,2020-10-05,13,0.8329934,0.2898381,839.7381,state,fb-survey
29,ne,smoothed_cli,2020-09-22,,2020-10-05,13,0.926083,0.1891672,2018.2775,state,fb-survey
30,nh,smoothed_cli,2020-09-22,,2020-10-05,13,0.4064588,0.1444851,1796.0,state,fb-survey
31,nj,smoothed_cli,2020-09-22,,2020-10-05,13,0.2724534,0.05501,6319.9977,state,fb-survey
32,nm,smoothed_cli,2020-09-22,,2020-10-05,13,0.5933154,0.1598236,1954.4333,state,fb-survey
33,nv,smoothed_cli,2020-09-22,,2020-10-05,13,0.7360784,0.1711339,2094.274,state,fb-survey
34,ny,smoothed_cli,2020-09-22,,2020-10-05,13,0.3704742,0.0468691,13368.0007,state,fb-survey
35,oh,smoothed_cli,2020-09-22,,2020-10-05,13,0.4644019,0.0557437,10799.0033,state,fb-survey
36,ok,smoothed_cli,2020-09-22,,2020-10-05,13,0.9261921,0.1337386,4036.7541,state,fb-survey
37,or,smoothed_cli,2020-09-22,,2020-10-05,13,0.4503833,0.0924653,4337.038,state,fb-survey
38,pa,smoothed_cli,2020-09-22,,2020-10-05,13,0.4046955,0.0494455,12884.0078,state,fb-survey
39,ri,smoothed_cli,2020-09-22,,2020-10-05,13,0.1520592,0.0933634,1117.9845,state,fb-survey
