,geo_value,signal,time_value,direction,issue,lag,value,stderr,sample_size,geo_type,data_source
28,nd,smoothed_wearing_mask,2020-09-30,,2020-10-05,5,67.8299854,1.708452,747.5968,state,fb-survey
29,ne,smoothed_wearing_mask,2020-09-30,,2020-10-05,5,78.9429005,0.9968589,1672.8008,state,fb-survey
30,nh,smoothed_wearing_mask,2020-09-30,,2020-10-05,5,87.1308017,0.8223739,1658.0,state,fb-survey
31,nj,smoothed_wearing_mask,2020-09-30,,2020-10-05,5,91.0451689,0.3778341,5710.9983,state,fb-survey
32,nm,smoothed_wearing_mask,2020-09-30,,2020-10-05,5,89.1512226,0.7869764,1561.6535,state,fb-survey
33,nv,smoothed_wearing_mask,2020-09-30,,2020-10-05,5,87.7401125,0.7718742,1805.4758,state,fb-survey
34,ny,smoothed_wearing_mask,2020-09-30,,2020-10-05,5,92.4331067,0.2453195,11621.9999,state,fb-survey
35,oh,smoothed_wearing_mask,2020-09-30,,2020-10-05,5,84.4476814,0.3769713,9242.0064,state,fb-survey
36,ok,smoothed_wearing_mask,2020-09-30,,2020-10-05,5,78.5695564,0.6985845,3450.2258,state,fb-survey
37,or,smoothed_wearing_mask,2020-09-30,,2020-10-05,5,89.0162444,0.501857,3882.0407,state,fb-survey
38,pa,smoothed_wearing_mask,2020-09-30,,2020-10-05,5,86.5408112,0.331175,10620.0056,state,fb-survey
39,ri,smoothed_wearing_mask,2020-09-30,,2020-10-05,5,93.0439503,0.82324,954.988,state,fb-survey
40,sc,smoothed_wearing_mask,2020-09-30,,2020-10-05,5,84.0652095,0.5451165,4508.0006,state,fb-survey
41,sd,smoothed_wearing_mask,2020-09-30,,2020-10-05,5,69.2111604,1.5205785,921.6197,state,fb-survey
42,tn,smoothed_wearing_mask,2020-09-30,,2020-10-05,5,79.3211624,0.5692051,5062.6473,state,fb-survey
43,tx,smoothed_wearing_mask,2020-09-30,,2020-10-05,5,86.5417423,0.2714457,15806.9719,state,fb-survey
44,ut,smoothed_wearing_mask,2020-09-30,,2020-10-05,5,83.4128617,0.7075663,2763.5685,state,fb-survey
45,va,smoothed_wearing_mask,2020-09-30,,2020-10-05,5,88.1819321,0.3919213,6784.6642,state,fb-survey
46,vt,smoothed_wearing_mask,2020-09-30,,2020-10-05,5,90.3950676,1.0883466,733.001,state,fb-survey
47,wa,smoothed_wearing_mask,2020-09-30,,2020-10-05,5,90.1475106,0.3773969,6235.9567,state,fb-survey
48,wi,smoothed_wearing_mask,2020-09-30,,2020-10-05,5,83.2744085,0.495629,5669.954,state,fb-survey
49,wv,smoothed_wearing_mask,2020-09-30,,2020-10-05,5,84.4159856,0.8193996,1959.3524,state,fb-survey
50,wy,smoothed_wearing_mask,2020-09-30,,2020-10-05,5,60.3180496,2.0234193,584.6131,state,fb-survey
0,ak,smoothed_wearing_mask,2020-10-01,,2020-10-06,5,79.717682,1.5511418,672.0,state,fb-survey
1,al,smoothed_wearing_mask,2020-10-01,,2020-10-06,5,82.3184952,0.6723179,3220.085,state,fb-survey
2,ar,smoothed_wearing_mask,2020-10-01,,2020-10-06,5,84.2348959,0.7730877,2221.9349,state,fb-survey
3,az,smoothed_wearing_mask,2020-10-01,,2020-10-06,5,85.3318115,0.4993314,5020.0699,state,fb-survey
4,ca,smoothed_wearing_mask,2020-10-01,,2020-10-06,5,90.7200894,0.2092396,19229.1196,state,fb-survey
5,co,smoothed_wearing_mask,2020-10-01,,2020-10-06,5,86.1115415,0.5097225,4603.0718,state,fb-survey
6,ct,smoothed_wearing_mask,2020-10-01,,2020-10-06,5,92.8045909,0.4433684,3397.0,state,fb-survey
7,dc,smoothed_wearing_mask,2020-10-01,,2020-10-06,5,98.4177215,0.5737828,473.0,state,fb-survey
8,de,smoothed_wearing_mask,2020-10-01,,2020-10-06,5,91.2184043,0.9022506,984.0146,state,fb-survey
9,fl,smoothed_wearing_mask,2020-10-01,,2020-10-06,5,84.3981572,0.2925538,15384.9998,state,fb-survey
10,ga,smoothed_wearing_mask,2020-10-01,,2020-10-06,5,81.6571681,0.511454,5725.9494,state,fb-survey
11,hi,smoothed_wearing_mask,2020-10-01,,2020-10-06,5,92.2794118,0.8655404,951.0,state,fb-survey
12,ia,smoothed_wearing_mask,2020-10-01,,2020-10-06,5,77.4123756,0.7256733,3320.4635,state,fb-survey
13,id,smoothed_wearing_mask,2020-10-01,,2020-10-06,5,73.1207301,1.0587378,1753.4007,state,fb-survey
14,il,smoothed_wearing_mask,2020-10-01,,2020-10-06,5,87.4035089,0.3389168,9585.0005,state,fb-survey
15,in,smoothed_wearing_mask,2020-10-01,,2020-10-06,5,83.1393074,0.5089816,5411.0013,state,fb-survey
16,ks,smoothed_wearing_mask,2020-10-01,,2020-10-06,5,82.6592131,0.7522759,2532.8285,state,fb-survey
17,ky,smoothed_wearing_mask,2020-10-01,,2020-10-06,5,86.9203194,0.57101,3486.8321,state,fb-survey
18,la,smoothed_wearing_mask,2020-10-01,,2020-10-06,5,81.7974015,0.689246,3134.1837,state,fb-survey
19,ma,smoothed_wearing_mask,2020-10-01,,2020-10-06,5,93.5074741,0.3628146,4612.012,state,fb-survey
20,md,smoothed_wearing_mask,2020-10-01,,2020-10-06,5,93.2347892,0.4136129,3686.9841,state,fb-survey
21,me,smoothed_wearing_mask,2020-10-01,,2020-10-06,5,88.4213759,0.7932559,1627.0,state,fb-survey
22,mi,smoothed_wearing_mask,2020-10-01,,2020-10-06,5,86.3059656,0.3629847,8970.0626,state,fb-survey
23,mn,smoothed_wearing_mask,2020-10-01,,2020-10-06,5,88.6306847,0.4797826,4377.5328,state,fb-survey
24,mo,smoothed_wearing_mask,2020-10-01,,2020-10-06,5,78.4021596,0.6073837,4589.9942,state,fb-survey
25,ms,smoothed_wearing_mask,2020-10-01,,2020-10-06,5,82.0688711,0.8723626,1933.7131,state,fb-survey
26,mt,smoothed_wearing_mask,2020-10-01,,2020-10-06,5,78.3613642,1.1383112,1308.6089,state,fb-survey
27,nc,smoothed_wearing_mask,2020-10-01,,2020-10-06,5,85.4529473,0.4112231,7351.0095,state,fb-survey
28,nd,smoothed_wearing_mask,2020-10-01,,2020-10-06,5,69.4539692,1.6880052,744.5679,state,fb-survey
29,ne,smoothed_wearing_mask,2020-10-01,,2020-10-06,5,78.6265689,1.0169611,1624.9308,state,fb-survey
30,nh,smoothed_wearing_mask,2020-10-01,,2020-10-06,5,86.8405276,0.8279663,1667.0,state,fb-survey
31,nj,smoothed_wearing_mask,2020-10-01,,2020-10-06,5,91.186234,0.3747431,5722.9981,state,fb-survey
32,nm,smoothed_wearing_mask,2020-10-01,,2020-10-06,5,89.2904039,0.7797874,1572.6261,state,fb-survey
33,nv,smoothed_wearing_mask,2020-10-01,,2020-10-06,5,88.5889459,0.7423027,1834.6078,state,fb-survey
34,ny,smoothed_wearing_mask,2020-10-01,,2020-10-06,5,92.4047929,0.2450876,11684.0006,state,fb-survey
35,oh,smoothed_wearing_mask,2020-10-01,,2020-10-06,5,84.3655661,0.3769462,9283.0074,state,fb-survey
36,ok,smoothed_wearing_mask,2020-10-01,,2020-10-06,5,77.8418929,0.7066391,3454.2261,state,fb-survey
37,or,smoothed_wearing_mask,2020-10-01,,2020-10-06,5,89.0030906,0.4983477,3941.0394,state,fb-survey
38,pa,smoothed_wearing_mask,2020-10-01,,2020-10-06,5,86.2701353,0.335087,10549.0049,state,fb-survey
39,ri,smoothed_wearing_mask,2020-10-01,,2020-10-06,5,92.780763,0.8468451,933.988,state,fb-survey
40,sc,smoothed_wearing_mask,2020-10-01,,2020-10-06,5,84.2402197,0.541958,4520.0002,state,fb-survey
41,sd,smoothed_wearing_mask,2020-10-01,,2020-10-06,5,69.2109956,1.523173,918.4854,state,fb-survey
42,tn,smoothed_wearing_mask,2020-10-01,,2020-10-06,5,79.7301639,0.5597357,5158.3032,state,fb-survey
43,tx,smoothed_wearing_mask,2020-10-01,,2020-10-06,5,86.475041,0.2702826,16009.9683,state,fb-survey
44,ut,smoothed_wearing_mask,2020-10-01,,2020-10-06,5,82.8990141,0.7163545,2762.5781,state,fb-survey
45,va,smoothed_wearing_mask,2020-10-01,,2020-10-06,5,88.1160404,0.3928143,6786.4339,state,fb-survey
46,vt,smoothed_wearing_mask,2020-10-01,,2020-10-06,5,90.6337711,1.0942185,709.0008,state,fb-survey
47,wa,smoothed_wearing_mask,2020-10-01,,2020-10-06,5,90.2037766,0.3765861,6230.9577,state,fb-survey
48,wi,smoothed_wearing_mask,2020-10-01,,2020-10-06,5,83.9099386,0.4821831,5806.9368,state,fb-survey
49,wv,smoothed_wearing_mask,2020-10-01,,2020-10-06,5,84.8176727,0.8136044,1945.3518,state,fb-survey
50,wy,smoothed_wearing_mask,2020-10-01,,2020-10-06,5,62.7450569,1.9894208,590.6227,state,fb-survey
0,ak,smoothed_wearing_mask,2020-10-02,,2020-10-07,5,79.6827795,1.5649975,661.0,state,fb-survey
1,al,smoothed_wearing_mask,2020-10-02,,2020-10-07,5,82.9507553,0.6661401,3187.0902,state,fb-survey
2,ar,smoothed_wearing_mask,2020-10-02,,2020-10-07,5,84.5784599,0.7618572,2247.1931,state,fb-survey
3,az,smoothed_wearing_mask,2020-10-02,,2020-10-07,5,85.8274092,0.4922866,5019.2536,state,fb-survey
4,ca,smoothed_wearing_mask,2020-10-02,,2020-10-07,5,90.9185008,0.2058565,19484.1166,state,fb-survey
5,co,smoothed_wearing_mask,2020-10-02,,2020-10-07,5,86.2073514,0.5021853,4714.8078,state,fb-survey
6,ct,smoothed_wearing_mask,2020-10-02,,2020-10-07,5,92.9685244,0.4345379,3462.0,state,fb-survey
7,dc,smoothed_wearing_mask,2020-10-02,,2020-10-07,5,98.4662577,0.5563012,488.0,state,fb-survey
8,de,smoothed_wearing_mask,2020-10-02,,2020-10-07,5,91.4779551,0.8768151,1014.0146,state,fb-survey
9,fl,smoothed_wearing_mask,2020-10-02,,2020-10-07,5,84.5973106,0.2896429,15531.9997,state,fb-survey
10,ga,smoothed_wearing_mask,2020-10-02,,2020-10-07,5,82.0289538,0.5058519,5760.945,state,fb-survey
11,hi,smoothed_wearing_mask,2020-10-02,,2020-10-07,5,92.653277,0.8487139,945.0,state,fb-survey
12,ia,smoothed_wearing_mask,2020-10-02,,2020-10-07,5,77.5650806,0.7223966,3334.5667,state,fb-survey
13,id,smoothed_wearing_mask,2020-10-02,,2020-10-07,5,72.6663936,1.0652886,1750.2336,state,fb-survey
14,il,smoothed_wearing_mask,2020-10-02,,2020-10-07,5,87.8337856,0.332581,9661.0005,state,fb-survey
15,in,smoothed_wearing_mask,2020-10-02,,2020-10-07,5,83.2040964,0.5020226,5545.0005,state,fb-survey
16,ks,smoothed_wearing_mask,2020-10-02,,2020-10-07,5,82.9580506,0.750097,2512.7136,state,fb-survey
17,ky,smoothed_wearing_mask,2020-10-02,,2020-10-07,5,87.219336,0.5638808,3505.8358,state,fb-survey
18,la,smoothed_wearing_mask,2020-10-02,,2020-10-07,5,81.9301517,0.6795438,3205.9987,state,fb-survey
19,ma,smoothed_wearing_mask,2020-10-02,,2020-10-07,5,93.6067637,0.3580536,4668.0125,state,fb-survey
20,md,smoothed_wearing_mask,2020-10-02,,2020-10-07,5,93.5827929,0.4028757,3699.9839,state,fb-survey
21,me,smoothed_wearing_mask,2020-10-02,,2020-10-07,5,88.0952381,0.8055934,1616.0,state,fb-survey
22,mi,smoothed_wearing_mask,2020-10-02,,2020-10-07,5,87.0375244,0.3519913,9106.0636,state,fb-survey
23,mn,smoothed_wearing_mask,2020-10-02,,2020-10-07,5,88.9437229,0.4741322,4374.4683,state,fb-survey
24,mo,smoothed_wearing_mask,2020-10-02,,2020-10-07,5,78.1950147,0.6081701,4609.8286,state,fb-survey
25,ms,smoothed_wearing_mask,2020-10-02,,2020-10-07,5,81.7933825,0.878024,1931.6775,state,fb-survey
26,mt,smoothed_wearing_mask,2020-10-02,,2020-10-07,5,77.7940511,1.1498422,1306.5897,state,fb-survey
27,nc,smoothed_wearing_mask,2020-10-02,,2020-10-07,5,85.8098183,0.4055904,7402.0095,state,fb-survey
28,nd,smoothed_wearing_mask,2020-10-02,,2020-10-07,5,67.5992033,1.6969754,760.5822,state,fb-survey
29,ne,smoothed_wearing_mask,2020-10-02,,2020-10-07,5,78.8565137,0.9947721,1684.8724,state,fb-survey
30,nh,smoothed_wearing_mask,2020-10-02,,2020-10-07,5,87.3865699,0.8168342,1652.0,state,fb-survey
31,nj,smoothed_wearing_mask,2020-10-02,,2020-10-07,5,91.4991346,0.3671892,5768.9984,state,fb-survey
32,nm,smoothed_wearing_mask,2020-10-02,,2020-10-07,5,89.0502715,0.7915185,1556.3829,state,fb-survey
33,nv,smoothed_wearing_mask,2020-10-02,,2020-10-07,5,89.2076209,0.72377,1837.8837,state,fb-survey
34,ny,smoothed_wearing_mask,2020-10-02,,2020-10-07,5,92.6262366,0.241375,11723.0011,state,fb-survey
35,oh,smoothed_wearing_mask,2020-10-02,,2020-10-07,5,84.6896266,0.3718966,9375.0071,state,fb-survey
36,ok,smoothed_wearing_mask,2020-10-02,,2020-10-07,5,77.7783042,0.7093048,3435.3408,state,fb-survey
37,or,smoothed_wearing_mask,2020-10-02,,2020-10-07,5,88.9175968,0.495789,4008.9245,state,fb-survey
38,pa,smoothed_wearing_mask,2020-10-02,,2020-10-07,5,86.2490579,0.3333809,10671.0048,state,fb-survey
39,ri,smoothed_wearing_mask,2020-10-02,,2020-10-07,5,93.0525308,0.8414823,912.9875,state,fb-survey
40,sc,smoothed_wearing_mask,2020-10-02,,2020-10-07,5,84.5623688,0.5345253,4569.001,state,fb-survey
41,sd,smoothed_wearing_mask,2020-10-02,,2020-10-07,5,68.9413459,1.511996,936.615,state,fb-survey
42,tn,smoothed_wearing_mask,2020-10-02,,2020-10-07,5,80.054305,0.549022,5297.2982,state,fb-survey
43,tx,smoothed_wearing_mask,2020-10-02,,2020-10-07,5,86.7219426,0.2661575,16254.9683,state,fb-survey
44,ut,smoothed_wearing_mask,2020-10-02,,2020-10-07,5,82.7657231,0.715329,2787.6096,state,fb-survey
45,va,smoothed_wearing_mask,2020-10-02,,2020-10-07,5,88.2144699,0.3934353,6716.4874,state,fb-survey
46,vt,smoothed_wearing_mask,2020-10-02,,2020-10-07,5,90.7579487,1.0568329,751.0008,state,fb-survey
47,wa,smoothed_wearing_mask,2020-10-02,,2020-10-07,5,90.2116264,0.3763004,6235.9667,state,fb-survey
48,wi,smoothed_wearing_mask,2020-10-02,,2020-10-07,5,84.4840509,0.4739783,5834.9369,state,fb-survey
49,wv,smoothed_wearing_mask,2020-10-02,,2020-10-07,5,84.8792723,0.7933259,2039.253,state,fb-survey
50,wy,smoothed_wearing_mask,2020-10-02,,2020-10-07,5,62.9438013,1.9685388,601.9021,state,fb-survey
0,ak,smoothed_wearing_mask,2020-10-03,,2020-10-08,5,79.5487627,1.5399778,686.0,state,fb-survey
1,al,smoothed_wearing_mask,2020-10-03,,2020-10-08,5,83.4944982,0.6573715,3189.0763,state,fb-survey
2,ar,smoothed_wearing_mask,2020-10-03,,2020-10-08,5,84.7891474,0.760123,2232.1641,state,fb-survey
3,az,smoothed_wearing_mask,2020-10-03,,2020-10-08,5,85.9796625,0.4908919,5002.4459,state,fb-survey
4,ca,smoothed_wearing_mask,2020-10-03,,2020-10-08,5,91.1632902,0.2040072,19356.1797,state,fb-survey
5,co,smoothed_wearing_mask,2020-10-03,,2020-10-08,5,85.9110596,0.5074315,4700.8078,state,fb-survey
6,ct,smoothed_wearing_mask,2020-10-03,,2020-10-08,5,93.1701031,0.4269435,3491.0,state,fb-survey
7,dc,smoothed_wearing_mask,2020-10-03,,2020-10-08,5,98.3974359,0.581087,467.0,state,fb-survey
8,de,smoothed_wearing_mask,2020-10-03,,2020-10-08,5,92.3116142,0.8449888,994.0073,state,fb-survey
9,fl,smoothed_wearing_mask,2020-10-03,,2020-10-08,5,84.8468196,0.2885853,15437.9992,state,fb-survey
10,ga,smoothed_wearing_mask,2020-10-03,,2020-10-08,5,81.730894,0.5086605,5770.9524,state,fb-survey
11,hi,smoothed_wearing_mask,2020-10-03,,2020-10-08,5,92.7742616,0.8413562,947.0,state,fb-survey
12,ia,smoothed_wearing_mask,2020-10-03,,2020-10-08,5,77.754428,0.7215246,3322.5113,state,fb-survey
13,id,smoothed_wearing_mask,2020-10-03,,2020-10-08,5,72.5593904,1.0522357,1798.2964,state,fb-survey
14,il,smoothed_wearing_mask,2020-10-03,,2020-10-08,5,87.9402998,0.3309974,9680.0002,state,fb-survey
15,in,smoothed_wearing_mask,2020-10-03,,2020-10-08,5,83.7468606,0.4929695,5601.0008,state,fb-survey
16,ks,smoothed_wearing_mask,2020-10-03,,2020-10-08,5,82.7698108,0.7496604,2537.6564,state,fb-survey
17,ky,smoothed_wearing_mask,2020-10-03,,2020-10-08,5,87.3585063,0.562157,3494.526,state,fb-survey
18,la,smoothed_wearing_mask,2020-10-03,,2020-10-08,5,82.4177597,0.670737,3220.9984,state,fb-survey
19,ma,smoothed_wearing_mask,2020-10-03,,2020-10-08,5,93.7540015,0.3542607,4666.012,state,fb-survey
20,md,smoothed_wearing_mask,2020-10-03,,2020-10-08,5,93.6011805,0.4026094,3694.9911,state,fb-survey
21,me,smoothed_wearing_mask,2020-10-03,,2020-10-08,5,87.9912664,0.8121517,1602.0,state,fb-survey
22,mi,smoothed_wearing_mask,2020-10-03,,2020-10-08,5,87.3524186,0.3476128,9143.0455,state,fb-survey
23,mn,smoothed_wearing_mask,2020-10-03,,2020-10-08,5,89.0785464,0.473653,4336.4373,state,fb-survey
24,mo,smoothed_wearing_mask,2020-10-03,,2020-10-08,5,78.6565747,0.6030793,4615.8358,state,fb-survey
25,ms,smoothed_wearing_mask,2020-10-03,,2020-10-08,5,82.2435072,0.8683862,1936.569,state,fb-survey
26,mt,smoothed_wearing_mask,2020-10-03,,2020-10-08,5,79.3032246,1.1255802,1295.5097,state,fb-survey
27,nc,smoothed_wearing_mask,2020-10-03,,2020-10-08,5,85.9849077,0.4031103,7416.01,state,fb-survey
28,nd,smoothed_wearing_mask,2020-10-03,,2020-10-08,5,66.9308537,1.6923035,772.8458,state,fb-survey
29,ne,smoothed_wearing_mask,2020-10-03,,2020-10-08,5,78.0532841,1.0077409,1686.7974,state,fb-survey
30,nh,smoothed_wearing_mask,2020-10-03,,2020-10-08,5,87.7013631,0.8177386,1613.0,state,fb-survey
31,nj,smoothed_wearing_mask,2020-10-03,,2020-10-08,5,91.3139334,0.3740477,5668.998,state,fb-survey
32,nm,smoothed_wearing_mask,2020-10-03,,2020-10-08,5,88.7841976,0.8002102,1555.0982,state,fb-survey
33,nv,smoothed_wearing_mask,2020-10-03,,2020-10-08,5,89.2098193,0.7200053,1856.8206,state,fb-survey
34,ny,smoothed_wearing_mask,2020-10-03,,2020-10-08,5,92.7486125,0.2396137,11714.0007,state,fb-survey
35,oh,smoothed_wearing_mask,2020-10-03,,2020-10-08,5,85.1644206,0.3673054,9365.0063,state,fb-survey
36,ok,smoothed_wearing_mask,2020-10-03,,2020-10-08,5,78.0663063,0.7098239,3398.3978,state,fb-survey
37,or,smoothed_wearing_mask,2020-10-03,,2020-10-08,5,88.9900891,0.495542,3989.9233,state,fb-survey
38,pa,smoothed_wearing_mask,2020-10-03,,2020-10-08,5,86.573982,0.3310015,10609.0044,state,fb-survey
39,ri,smoothed_wearing_mask,2020-10-03,,2020-10-08,5,92.7084019,0.8614193,910.988,state,fb-survey
40,sc,smoothed_wearing_mask,2020-10-03,,2020-10-08,5,84.1600518,0.5421772,4535.0003,state,fb-survey
41,sd,smoothed_wearing_mask,2020-10-03,,2020-10-08,5,68.1542033,1.4984891,966.5795,state,fb-survey
42,tn,smoothed_wearing_mask,2020-10-03,,2020-10-08,5,80.1059854,0.5482119,5302.6188,state,fb-survey
43,tx,smoothed_wearing_mask,2020-10-03,,2020-10-08,5,86.9593057,0.2634082,16343.9917,state,fb-survey
44,ut,smoothed_wearing_mask,2020-10-03,,2020-10-08,5,82.7630756,0.7147271,2792.6463,state,fb-survey
45,va,smoothed_wearing_mask,2020-10-03,,2020-10-08,5,88.7045353,0.385326,6748.2841,state,fb-survey
46,vt,smoothed_wearing_mask,2020-10-03,,2020-10-08,5,91.0288318,1.0128781,796.001,state,fb-survey
47,wa,smoothed_wearing_mask,2020-10-03,,2020-10-08,5,90.3187122,0.3742483,6242.9679,state,fb-survey
48,wi,smoothed_wearing_mask,2020-10-03,,2020-10-08,5,85.1159424,0.4667994,5813.954,state,fb-survey
49,wv,smoothed_wearing_mask,2020-10-03,,2020-10-08,5,84.4026387,0.7993617,2060.2525,state,fb-survey
50,wy,smoothed_wearing_mask,2020-10-03,,2020-10-08,5,61.742318,1.9777209,603.9091,state,fb-survey
0,ak,smoothed_wearing_mask,2020-10-04,,2020-10-09,5,79.2159763,1.5617781,675.0,state,fb-survey
1,al,smoothed_wearing_mask,2020-10-04,,2020-10-09,5,83.7199301,0.6542608,3184.0754,state,fb-survey
2,ar,smoothed_wearing_mask,2020-10-04,,2020-10-09,5,84.6033309,0.7685672,2205.2129,state,fb-survey
3,az,smoothed_wearing_mask,2020-10-04,,2020-10-09,5,86.2402495,0.4916965,4908.246,state,fb-survey
4,ca,smoothed_wearing_mask,2020-10-04,,2020-10-09,5,91.2917549,0.2032135,19251.1603,state,fb-survey
5,co,smoothed_wearing_mask,2020-10-04,,2020-10-09,5,86.3445081,0.5018371,4681.839,state,fb-survey
6,ct,smoothed_wearing_mask,2020-10-04,,2020-10-09,5,93.3959538,0.4222735,3459.0,state,fb-survey
7,dc,smoothed_wearing_mask,2020-10-04,,2020-10-09,5,98.7612613,0.5255104,443.0,state,fb-survey
8,de,smoothed_wearing_mask,2020-10-04,,2020-10-09,5,91.9651996,0.8701105,976.0,state,fb-survey
9,fl,smoothed_wearing_mask,2020-10-04,,2020-10-09,5,85.1179189,0.2884739,15221.9993,state,fb-survey
10,ga,smoothed_wearing_mask,2020-10-04,,2020-10-09,5,81.7744962,0.5109857,5707.9478,state,fb-survey
11,hi,smoothed_wearing_mask,2020-10-04,,2020-10-09,5,93.8225977,0.7827284,946.0,state,fb-survey
12,ia,smoothed_wearing_mask,2020-10-04,,2020-10-09,5,78.1475978,0.7223792,3272.5353,state,fb-survey
13,id,smoothed_wearing_mask,2020-10-04,,2020-10-09,5,72.4253191,1.053261,1800.2339,state,fb-survey
14,il,smoothed_wearing_mask,2020-10-04,,2020-10-09,5,88.4314174,0.3247227,9702.0011,state,fb-survey
15,in,smoothed_wearing_mask,2020-10-04,,2020-10-09,5,84.2909923,0.4838923,5654.9989,state,fb-survey
16,ks,smoothed_wearing_mask,2020-10-04,,2020-10-09,5,82.7773296,0.7460115,2561.6566,state,fb-survey
17,ky,smoothed_wearing_mask,2020-10-04,,2020-10-09,5,87.6983019,0.5622892,3412.2174,state,fb-survey
18,la,smoothed_wearing_mask,2020-10-04,,2020-10-09,5,82.3685081,0.6724152,3211.9981,state,fb-survey
19,ma,smoothed_wearing_mask,2020-10-04,,2020-10-09,5,93.6416638,0.3591864,4615.011,state,fb-survey
20,md,smoothed_wearing_mask,2020-10-04,,2020-10-09,5,93.872285,0.395415,3678.9982,state,fb-survey
21,me,smoothed_wearing_mask,2020-10-04,,2020-10-09,5,87.9840197,0.8063456,1626.0,state,fb-survey
22,mi,smoothed_wearing_mask,2020-10-04,,2020-10-09,5,87.6176968,0.3445829,9137.0447,state,fb-survey
23,mn,smoothed_wearing_mask,2020-10-04,,2020-10-09,5,89.2704736,0.4754958,4236.3818,state,fb-survey
24,mo,smoothed_wearing_mask,2020-10-04,,2020-10-09,5,79.2080385,0.5999956,4574.7631,state,fb-survey
25,ms,smoothed_wearing_mask,2020-10-04,,2020-10-09,5,82.266379,0.8726486,1915.7597,state,fb-survey
26,mt,smoothed_wearing_mask,2020-10-04,,2020-10-09,5,79.1813938,1.1292698,1292.6452,state,fb-survey
27,nc,smoothed_wearing_mask,2020-10-04,,2020-10-09,5,86.4532143,0.3949012,7510.0105,state,fb-survey
28,nd,smoothed_wearing_mask,2020-10-04,,2020-10-09,5,66.7075615,1.7041733,764.7036,state,fb-survey
29,ne,smoothed_wearing_mask,2020-10-04,,2020-10-09,5,78.6161936,0.9962431,1693.8166,state,fb-survey
30,nh,smoothed_wearing_mask,2020-10-04,,2020-10-09,5,87.6976597,0.826341,1580.0,state,fb-survey
31,nj,smoothed_wearing_mask,2020-10-04,,2020-10-09,5,91.810955,0.3644971,5658.9982,state,fb-survey
32,nm,smoothed_wearing_mask,2020-10-04,,2020-10-09,5,89.0917271,0.7841856,1580.3585,state,fb-survey
33,nv,smoothed_wearing_mask,2020-10-04,,2020-10-09,5,89.2941085,0.729404,1796.84,state,fb-survey
34,ny,smoothed_wearing_mask,2020-10-04,,2020-10-09,5,92.9000421,0.2379021,11654.0001,state,fb-survey
35,oh,smoothed_wearing_mask,2020-10-04,,2020-10-09,5,85.380337,0.3654555,9346.0082,state,fb-survey
36,ok,smoothed_wearing_mask,2020-10-04,,2020-10-09,5,78.4016232,0.7042325,3414.3974,state,fb-survey
37,or,smoothed_wearing_mask,2020-10-04,,2020-10-09,5,88.8334214,0.5021524,3933.9197,state,fb-survey
38,pa,smoothed_wearing_mask,2020-10-04,,2020-10-09,5,86.960404,0.3265768,10632.0043,state,fb-survey
39,ri,smoothed_wearing_mask,2020-10-04,,2020-10-09,5,93.1561931,0.8497224,882.989,state,fb-survey
40,sc,smoothed_wearing_mask,2020-10-04,,2020-10-09,5,84.2204429,0.5429555,4507.9998,state,fb-survey
41,sd,smoothed_wearing_mask,2020-10-04,,2020-10-09,5,68.2299558,1.4859925,981.6568,state,fb-survey
42,tn,smoothed_wearing_mask,2020-10-04,,2020-10-09,5,80.3144442,0.5460259,5302.9173,state,fb-survey
